29.22	1004.77
29.23	1005.05
29.23	1005.06
29.23	1005.61
29.24	1005.61
29.25	1005.62
29.26	1005.35
29.27	1006.18
29.27	1005.91
29.28	1007.01
29.29	1007.02
29.29	1007.30
29.30	1007.30
29.31	1007.32
29.31	1007.32
29.32	1007.87
29.33	1007.33
29.34	1007.34
29.34	1007.61
29.35	1007.34
29.36	1007.35
29.36	1007.08
29.37	1007.09
29.37	1007.64
29.38	1006.83
29.39	1005.47
29.39	1005.47
29.40	1004.65
29.41	1004.11
29.42	1004.12
29.42	1004.39
29.43	1003.59
29.43	1003.86
29.44	1004.14
29.45	1003.60
29.45	1004.42
29.46	1003.34
29.47	1003.89
29.48	1004.17
29.49	1004.18
29.49	1004.99
29.49	1004.73
29.50	1006.10
29.51	1005.29
29.52	1006.12
29.52	1006.67
29.53	1007.23
29.54	1007.78
29.54	1008.05
29.55	1007.24
29.56	1008.34
29.56	1008.35
29.56	1007.80
29.58	1007.54
29.58	1007.27
29.59	1007.55
29.59	1007.83
29.60	1006.74
29.61	1007.29
29.62	1007.29
29.62	1007.03
29.63	1007.31
29.64	1007.04
29.64	1006.49
29.65	1006.50
29.65	1006.78
29.66	1006.24
29.67	1005.69
29.67	1005.43
29.68	1005.16
29.69	1005.17
29.69	1004.07
29.70	1004.08
29.70	1004.36
29.70	1004.63
29.71	1004.09
29.72	1004.38
29.74	1003.84
29.73	1003.84
29.74	1004.11
29.74	1004.39
29.75	1004.67
29.75	1004.95
29.76	1004.95
29.77	1005.51
29.77	1004.96
29.78	1005.79
29.79	1006.07
29.79	1007.45
29.80	1007.45
29.81	1007.46
29.81	1008.28
29.82	1008.01
29.82	1008.02
29.82	1007.75
29.84	1007.76
29.84	1007.49
29.85	1007.22
29.85	1007.77
29.86	1007.78
29.87	1007.78
29.87	1007.51
29.88	1006.97
29.88	1006.43
29.89	1006.98
29.89	1006.98
29.89	1006.44
29.90	1005.89
29.91	1005.63
29.91	1005.08
29.92	1004.82
29.93	1003.18
29.94	1004.56
29.94	1004.01
29.94	1005.11
29.95	1004.84
29.96	1004.30
29.96	1004.03
29.96	1004.30
29.97	1003.76
30.79	1.65
30.80	1.38
30.81	1.39
30.82	0.57
30.83	0.31
30.83	0.31
30.84	-0.51
30.84	-0.23
30.84	-0.51
30.85	0.33
30.86	0.33
30.87	-1.03
30.87	-0.21
30.87	-0.75
30.88	0.08
30.88	0.89
30.88	-0.20
30.89	0.64
30.89	0.36
30.91	1.19
30.91	1.47
30.92	1.19
30.91	1.47
30.92	2.03
30.93	2.04
30.93	2.59
30.94	2.32
30.94	3.15
30.94	2.33
30.96	1.79
30.95	1.78
30.97	2.07
30.97	1.79
30.97	1.25
30.98	1.26
30.98	1.54
30.99	1.54
30.99	1.54
30.99	0.99
31.00	0.99
31.01	1.83
31.01	1.01
31.02	1.84
31.02	1.02
31.03	1.58
31.04	1.31
31.04	1.04
31.04	-0.06
31.05	-0.33
31.05	-0.06
31.06	-0.32
31.06	-0.32
31.07	-0.31
31.07	-0.04
31.08	-0.31
31.08	-0.85
31.08	-0.31
31.09	-0.85
31.09	-0.57
31.09	-0.02
31.10	-0.29
31.11	0.27
31.11	0.27
31.12	0.28
31.12	1.11
31.13	1.38
31.13	1.94
31.14	1.67
31.14	3.32
31.15	2.78
31.15	2.49
31.16	3.33
31.16	2.78
31.17	1.97
31.17	1.97
31.17	2.79
31.18	1.69
31.18	2.53
31.19	1.71
31.19	2.26
31.19	1.99
31.20	2.27
31.21	2.55
31.22	1.73
31.22	1.73
31.22	2.01
31.23	1.75
31.24	1.47
31.24	0.66
31.24	0.38
31.25	-0.16
31.25	0.12
31.25	-0.43
31.26	-0.71
31.27	-0.97
31.27	-0.14
31.28	0.14
31.29	-0.13
31.29	0.14
31.29	-0.41
31.31	-0.11
31.30	-0.39
31.31	0.16
31.31	-0.66
31.31	-0.11
31.32	-0.10
31.33	-0.09
31.33	0.46
31.34	0.47
31.34	1.01
31.35	1.84
31.36	2.39
31.36	2.41
31.37	2.41
31.37	2.68
31.37	2.14
31.38	2.42
31.37	3.52
31.38	2.15
31.39	2.69
31.39	2.71
31.39	2.44
31.41	2.72
31.42	2.45
31.42	2.18
31.42	1.91
31.43	2.19
31.43	1.64
31.43	1.37
31.44	1.37
31.44	4.12
31.45	-1.09
31.45	-4.66
31.46	-6.86
31.46	-8.23
31.47	-3.82
31.48	-2.44
31.48	-3.81
31.49	1.14
31.49	1.41
31.49	1.42
31.50	0.32
31.50	0.05
31.51	-0.22
31.51	-0.49
31.52	-1.03
31.52	-0.21
31.53	-0.75
31.53	-0.48
31.54	-0.47
31.54	-0.19
31.54	0.09
31.55	0.09
31.56	0.65
31.56	0.38
31.56	0.65
31.58	1.49
31.57	1.21
31.58	0.94
31.58	2.04
31.59	1.22
31.59	2.33
31.60	2.34
31.60	2.34
31.61	2.34
31.61	2.62
31.62	3.18
31.62	2.35
31.63	2.36
31.63	2.08
31.63	2.91
31.64	2.09
31.64	1.82
31.65	1.55
31.65	1.55
31.66	1.84
31.67	1.84
31.67	1.57
31.68	1.29
31.68	1.02
31.68	1.03
31.69	1.03
